gene	FF6wks	FF6wks	FF6wks	FMC6wks	FMC6wks	FMC6wks
2610005L07Rik	529	647	428	670	609	470
2610008E11Rik	216	266	228	249	229	233
2610015P09Rik	130	164	125	152	137	137
2610016A17Rik	0	0	0	0	0	0
2610017I09Rik	144	42	31	79	50	54
2610018G03Rik	7	9	9	3	3	5
2610019E17Rik	0	5	2	1	7	2
2610019F03Rik	107	140	127	113	122	127
2610020C07Rik	24	23	18	22	18	13
2610020H08Rik	31	29	29	39	27	27
2610027K06Rik	13	10	3	7	10	5
2610028E06Rik	2	0	0	2	2	1
2610028H24Rik	7	1	2	2	0	2
2610034B18Rik	151	240	227	273	227	228
2610034M16Rik	9	5	3	1	6	3
2610035D17Rik	37	50	43	39	33	43
2610035F20Rik	24	28	40	44	27	27
2610037D02Rik	3	5	5	6	4	1
2610044O15Rik8	41	30	31	38	43	40
2610100L16Rik	20	7	7	8	12	9
2610203C20Rik	282	385	302	452	353	307
2610203C22Rik	13	19	5	10	14	10
2610204G22Rik	5	4	1	7	1	2
2610206C17Rik	12	15	23	27	15	13
2610301B20Rik	97	138	122	120	121	118
2610301G19Rik	372	477	377	466	456	417
2610305D13Rik	27	47	28	44	32	31
2610306M01Rik	25	44	22	36	28	29
2610307P16Rik	24	20	16	19	25	16
2610316D01Rik	17	4	12	13	13	7
2610318N02Rik	4	4	3	4	5	2
2610507B11Rik	2057	2434	1775	2966	2266	2445
2610507I01Rik	57	48	54	65	56	43
2610524H06Rik	35	76	54	50	70	38
2610528A11Rik	2	1	4	5	2	4
2610528J11Rik	3	0	0	0	0	1
2700029M09Rik	104	108	96	117	87	120
2700038G22Rik	9	3	4	7	2	4
2700046A07Rik	35	33	44	39	28	35
2700046G09Rik	16	21	6	25	12	25
2700049A03Rik	92	116	79	131	117	74
2700050L05Rik	113	137	105	158	140	136
2700054A10Rik	42	46	22	71	51	38
2700060E02Rik	265	418	301	373	303	285
2700062C07Rik	66	86	62	72	54	60
2700069I18Rik	4	4	5	9	4	8
2700070H01Rik	5	9	6	8	8	8
2700081L22Rik	1	2	1	3	0	2
2700081O15Rik	149	186	190	205	183	119
2700086A05Rik	3	0	0	0	0	0
2700089E24Rik	1020	1036	854	1302	1033	996
2700089I24Rik	2	2	1	0	0	0
2700094K13Rik	22	28	32	41	31	30
2700097O09Rik	30	27	25	32	34	20
2700099C18Rik	29	13	16	20	17	5
2810001G20Rik	62	113	53	51	58	36
2810002D19Rik	30	67	60	55	50	46
2810004N23Rik	130	143	107	138	135	113
2810006K23Rik	93	81	84	106	91	85
2810007J24Rik	1	0	0	1	0	1
2810008D09Rik	138	208	173	172	132	112
2810011L19Rik	42	54	38	34	57	41
2810013P06Rik	87	94	80	103	63	61
2810021J22Rik	73	64	69	75	70	60
2810025M15Rik	32	39	19	53	32	47
2810029C07Rik	36	27	29	37	30	28
2810032G03Rik	18	25	15	22	20	32
2810047C21Rik1	15	7	9	8	5	6
2810049E08Rik	9	4	2	1	0	1
2810055G20Rik	48	71	49	78	62	46
2810403A07Rik	294	282	234	341	287	244
2810403D21Rik	3	11	7	16	12	3
2810404M03Rik	0	0	0	0	0	0
2810405F15Rik	3	1	0	0	0	0
2810407C02Rik	1954	2808	2224	2978	2595	2512
2810408A11Rik	4	6	9	9	9	10
2810408I11Rik	2	2	0	10	0	4
2810408M09Rik	31	39	28	40	34	34
2810410L24Rik	31	34	22	34	25	30
2810417H13Rik	23	13	17	16	19	18
2810428I15Rik	76	93	85	93	78	70
2810429I04Rik	6	15	8	8	6	10
2810433D01Rik	21	35	56	27	20	22
2810442I21Rik	16	13	4	13	11	9
2810442N19Rik	9	15	6	15	16	16
2810454H06Rik	10	9	9	4	9	15
2810459M11Rik	41	91	61	121	78	79
2810468N07Rik	176	197	157	232	153	149
2810471M01Rik	0	0	5	0	0	3
2810474O19Rik	479	461	393	556	415	388
2900002K06Rik	11	5	1	10	5	11
2900005J15Rik	12	18	15	10	21	9
2900008C10Rik	3	1	3	3	4	4
2900009J06Rik	1	1	0	1	1	1
2900011O08Rik	293	241	128	247	197	213
2900026A02Rik	140	190	167	185	174	133
2900041M22Rik	3	7	6	3	4	5
2900052N01Rik	679	258	70	135	87	118
2900055J20Rik	13	2	2	1	3	7
2900056M20Rik	83	135	91	104	113	82
2900057B20Rik	3	6	7	6	6	3
2900060B14Rik	0	3	0	0	1	3
2900076A07Rik	24	24	8	28	19	21
2900079G21Rik	34	2	4	8	5	4
2900092C05Rik	0	0	0	2	0	0
2900092D14Rik	59	21	26	61	45	32
2900093L17Rik	1	1	1	2	2	4
2900097C17Rik	4253	3796	2670	3864	3071	3260
3000002C10Rik	8	13	9	4	11	9
3010001F23Rik	8	13	5	13	11	5
3010026O09Rik	45	41	30	36	41	36
3100003L05Rik	2	0	0	1	1	1
3110001D03Rik	56	95	104	108	92	99
3110001I22Rik	12	12	21	28	17	19
3110002H16Rik	158	175	144	176	155	138
3110007F17Rik	13	17	12	24	17	24
3110009E18Rik	13	4	3	6	6	8
3110009F21Rik	1	0	0	0	2	2
3110015C05Rik	0	2	1	2	0	0
3110021A11Rik	3	5	2	7	1	0
3110021N24Rik	49	45	38	70	47	38
3110035E14Rik	552	360	291	431	387	453
3110039I08Rik	6	5	4	11	6	6
3110039M20Rik	11	0	1	3	3	1
3110040N11Rik	22	41	32	40	25	46
3110043O21Rik	140	138	113	172	128	117
3110045C21Rik	3	2	5	4	2	4
3110047P20Rik	87	37	8	33	27	23
3110052M02Rik	76	71	51	72	70	58
3110056K07Rik	27	31	26	35	30	24
3110057O12Rik	31	32	35	60	51	27
3110062M04Rik	17	24	20	20	26	16
3110070M22Rik	3	0	0	0	5	2
3110079O15Rik	2	0	0	0	1	1
3110082I17Rik	34	26	31	57	35	37
3110082J24Rik	3	0	1	5	3	2
3110099E03Rik	1	0	0	0	0	1
3200001D21Rik	2	2	5	2	3	5
3230401D17Rik	99	142	104	170	141	128
3300002I08Rik	16	14	15	26	13	12
3300005D01Rik	0	3	5	0	0	0
3425401B19Rik	61	101	86	67	75	59
3632451O06Rik	267	351	374	345	303	313
3632454L22Rik	16	23	10	17	24	18
3830403N18Rik	0	5	2	1	0	2
3830406C13Rik	248	277	211	301	202	199
3830408C21Rik	16	15	12	16	15	21
3830417A13Rik	1	1	0	1	1	2
3930402G23Rik	1	3	0	2	1	1
4430402I18Rik	27	27	33	23	28	31
4632415K11Rik	20	47	49	51	41	42
4632415L05Rik	219	264	238	291	215	266
4632427E13Rik	21	23	24	32	40	19
4632428C04Rik	6	1	5	2	4	1
4632428N05Rik	252	300	311	400	261	263
4632434I11Rik	11	9	7	14	4	7
4732415M23Rik	18	27	19	20	13	25
4732416N19Rik	0	0	1	0	0	0
4732456N10Rik	1	5	1	3	5	2
4732471J01Rik	21	14	21	20	27	18
4732490B19Rik	0	0	0	0	0	0
4732491K20Rik	31	64	35	40	51	49
4831440E17Rik	48	40	33	54	29	35
4833403I15Rik	9	1	1	0	0	0
4833412C05Rik	1	0	0	0	0	1
4833417C18Rik	6	3	1	1	1	1
4833418N02Rik	4	4	0	3	6	5
4833419F23Rik	1	6	2	9	1	1
4833420G17Rik	79	59	60	77	168	144
4833422C13Rik	23	28	44	53	31	28
4833423E24Rik	28	93	35	364	296	318
4833424O15Rik	88	63	43	78	86	86
4833427F10Rik	2	4	3	1	3	2
4833427G06Rik	2	2	3	0	0	4
4833428L15Rik	1	2	0	0	0	0
4833439L19Rik	617	764	636	1002	650	759
4921501E09Rik	1	0	0	0	0	0
4921504E06Rik	4	0	0	0	0	0
4921506M07Rik	1	0	1	1	1	0
4921507L20Rik	8	6	0	10	3	4
4921507P07Rik	13	8	2	9	16	9
4921508A21Rik	96	67	53	87	52	61
4921508D12Rik	0	0	1	2	2	0
4921509C19Rik	0	2	0	4	0	0
4921509O07Rik	1	2	1	4	3	1
4921511C10Rik	10	4	4	3	1	6
4921511C20Rik	1	0	0	0	0	0
4921511H03Rik	5	2	1	2	3	3
4921511I17Rik	5	2	5	4	7	4
4921511M17Rik	0	0	0	0	0	0
4921513I03Rik	6	4	3	2	6	4
4921515E04Rik	7	6	4	4	1	7
4921517D22Rik	0	1	0	0	0	1
4921524J17Rik	50	70	63	54	48	53
4921524L21Rik	0	1	5	3	0	0
4921525B02Rik	35	34	26	37	18	26
4921525O09Rik	4	2	0	1	0	0
4921530D09Rik	10	1	4	1	5	3
4921530L18Rik	2	2	1	2	0	0
4921530L21Rik	1	0	0	0	0	0
4921531C22Rik	27	41	43	48	31	36
4921531P14Rik	0	0	0	2	0	0
4921533I20Rik	0	0	1	0	0	3
4921536K21Rik	11	8	7	7	3	4
4921539E11Rik	0	0	0	0	0	0
4922501C03Rik	253	362	269	341	325	307
4922501L14Rik	85	107	60	76	105	87
4922502D21Rik	0	0	0	0	1	0
4922502H24Rik	0	3	0	2	1	0
4922502N22Rik	0	0	0	1	0	0
4922505E12Rik	0	2	0	0	0	2
4930401C15Rik	0	1	0	0	1	1
4930401O10Rik	2	3	0	0	0	0
4930401O12Rik	0	0	0	0	0	2
4930402F06Rik	0	2	0	1	2	0
4930402F11Rik	0	0	0	3	0	0
4930402H24Rik	1138	1400	880	1524	1162	1223
4930402K13Rik	2	0	0	0	0	1
4930404A05Rik	0	0	0	0	0	0
4930404A10Rik	2	0	0	2	0	0
4930404H11Rik	0	0	0	0	0	0
4930404I05Rik	2	6	4	5	4	2
4930404N11Rik	15	11	4	4	7	7
4930405A10Rik	0	0	1	0	1	0
4930405A21Rik	9	18	6	11	11	9
4930405D11Rik	0	0	0	0	0	0
4930405J17Rik	26	12	8	29	16	17
4930405P13Rik	6	13	1	10	3	10
4930406D18Rik	0	0	0	0	0	0
4930407I10Rik	3	2	0	1	4	2
4930408F14Rik	1	0	0	1	0	0
4930412B13Rik	1	0	0	0	1	0
4930412C18Rik	4	5	6	19	17	12
4930412O13Rik	0	2	1	0	0	2
4930413E15Rik	0	0	0	0	0	1
4930413F20Rik	5	1	0	2	3	0
4930413G21Rik	86	77	68	84	71	57
4930413M19Rik	0	0	0	1	0	0
4930414L22Rik	49	37	36	36	33	33
4930414N06Rik	2	3	1	5	2	1
4930415F15Rik	3	0	0	0	1	0
4930415L06Rik	0	0	0	0	0	1
4930415O20Rik	1	2	1	1	4	2
4930417O13Rik	1	0	2	1	0	1
4930417O22Rik	0	0	0	0	0	0
4930419G24Rik	40	25	9	35	18	29
4930422G04Rik	33	68	36	52	52	30
4930423M02Rik	1	0	1	0	0	1
4930425K10Rik	1	3	0	0	0	0
4930425O10Rik	0	3	1	0	0	0
4930426D05Rik	3	4	0	2	1	6
4930426L09Rik	3	6	2	2	5	7
4930427A07Rik	7	10	4	11	8	6
4930428D18Rik	0	0	0	0	0	0
4930428E07Rik	8	2	0	2	4	0
4930428G15Rik	0	3	0	4	2	0
4930428O21Rik	2	0	1	0	1	0
4930429B21Rik	16	5	6	1	8	4
4930429D17Rik	1	0	2	1	1	0
4930429F11Rik	0	0	0	0	0	0
4930429F24Rik	10	11	5	6	9	4
4930430A15Rik	1	2	2	0	0	0
4930430D24Rik	3	0	0	1	0	1
4930430F08Rik	54	43	38	54	55	47
4930430F21Rik	2	1	0	0	0	0
4930430J02Rik	0	1	0	1	1	1
4930431F12Rik	78	73	45	67	50	47
4930431P03Rik	0	2	1	1	2	3
4930432J09Rik	3	1	2	5	1	0
4930432K09Rik	1	1	1	3	0	0
4930432K21Rik	19	13	18	12	19	12
4930432M17Rik	0	0	1	0	5	3
4930433B08Rik	3	0	0	0	0	0
4930433I11Rik	1	2	1	1	0	3
4930433N12Rik	1	1	1	3	0	1
4930434J06Rik	0	0	0	0	0	0
4930435E12Rik	0	3	0	1	0	0
4930438E09Rik	1	2	2	7	1	2
4930440C22Rik	0	0	0	0	0	0
4930441J16Rik	0	0	0	1	0	0
4930441O14Rik	9	6	7	10	6	8
4930442J19Rik	0	0	1	2	0	1
4930442L01Rik	2	1	0	0	2	0
4930443O20Rik	5	1	3	0	2	1
4930444A02Rik	114	143	96	125	98	122
4930444F02Rik	1	5	0	7	5	2
4930444G20Rik	7	9	4	7	5	1
4930444M15Rik	0	1	1	0	0	0
4930444P10Rik	8	1	0	1	2	1
4930447A16Rik	8	9	1	7	5	4
4930447C04Rik	68	65	39	60	62	54
4930447J18Rik	0	0	0	0	1	0
4930447K03Rik	1	3	4	4	4	2
4930447N08Rik	6	5	0	4	3	1
4930448C13Rik	0	0	0	0	1	0
4930448F12Rik	0	0	0	0	0	0
4930448H16Rik	0	0	0	0	0	0
4930448I06Rik	2	0	1	0	0	0
4930448I18Rik	0	0	0	1	1	0
4930448K20Rik	0	0	1	0	0	0
4930449E01Rik	0	0	0	0	0	0
4930449E18Rik	1	0	1	0	1	2
4930449I24Rik	0	0	0	0	0	0
4930451C15Rik	14	39	20	29	25	25
4930451G09Rik	15	17	6	8	10	13
4930451I11Rik	0	0	2	0	0	0
4930452A19Rik	1	1	2	1	0	1
4930452B06Rik	27	15	12	17	24	16
4930452G13Rik	4	4	8	1	9	3
4930452N14Rik	0	0	0	0	0	0
4930453H23Rik	0	0	0	2	0	1
4930453L07Rik	2	0	0	1	0	1
4930453N24Rik	115	132	115	175	130	114
4930455B14Rik	0	0	0	2	1	0
4930455C13Rik	0	0	2	1	2	2
4930455D15Rik	0	0	1	0	0	0
4930455F16Rik	0	0	0	1	0	0
4930455F23Rik	278	345	256	323	276	274
4930455H04Rik	2	2	0	3	3	2
4930455J16Rik	0	0	0	0	0	1
4930456L15Rik	0	0	2	0	1	1
4930459L07Rik	0	0	0	1	0	0
4930461G14Rik	1	0	2	0	1	1
4930465A12Rik	1	5	1	3	1	5
4930465K10Rik	1	0	0	0	0	0
4930465M20Rik	1	0	0	1	1	0
4930467D21Rik	4	0	0	3	0	0
4930467E23Rik	7	3	0	4	0	1
4930467K11Rik	0	1	0	0	1	0
4930468A15Rik	0	0	0	0	0	0
4930469G21Rik	5	4	0	3	1	6
4930470H14Rik	3464	2649	1738	3091	2240	1960
4930470P17Rik	0	0	1	0	1	0
4930471C04Rik	0	3	0	0	0	0
4930471G03Rik	2	3	1	6	2	1
4930471I20Rik	2	2	4	5	3	0
4930471M09Rik	1	1	1	0	1	0
4930473A02Rik	10	7	5	7	4	3
4930473O22Rik	0	1	0	0	1	0
4930474G06Rik	3	4	9	0	1	4
4930474H20Rik	0	0	0	0	0	0
4930474M22Rik	1	0	1	1	0	5
4930474N05Rik	0	3	1	1	0	0
4930474N09Rik	1	0	0	0	0	0
4930478L05Rik	7	12	8	14	6	8
4930478P22Rik	2	1	0	0	0	2
4930479D17Rik	1	0	0	0	2	0
4930479M11Rik	1	2	1	0	0	0
4930480E11Rik	0	0	0	1	0	0
4930480G23Rik	0	0	0	0	0	0
4930480K15Rik	63	20	19	46	34	41
4930480M12Rik	1	0	0	1	1	0
4930481A15Rik	15	26	11	15	17	21
4930483J18Rik	0	0	0	0	0	0
4930483K19Rik	2	8	7	2	7	8
4930483O08Rik	3	1	1	5	0	0
4930486F22Rik	3	3	0	1	1	3
4930486I03Rik	0	0	0	0	0	0
4930486L24Rik	5	1	2	2	2	1
4930487D11Rik	0	1	0	0	1	1
4930487H11Rik	3	3	4	6	5	5
4930488B22Rik	0	0	0	0	0	2
4930488L21Rik	23	20	9	23	10	21
4930500F04Rik	0	2	0	0	2	0
4930500J02Rik	1	5	1	0	2	0
4930500L23Rik	1	3	0	1	1	0
4930502A04Rik	0	0	1	0	2	0
4930502E09Rik	2	1	1	1	0	2
4930502E18Rik	1	4	1	1	0	2
4930503B20Rik	0	1	3	2	1	0
4930503E14Rik	1	0	0	2	1	2
4930503E24Rik	0	4	0	0	0	0
4930503H13Rik	0	1	0	1	0	0
4930503L19Rik	21	62	26	54	36	28
4930503O07Rik	0	0	0	0	0	0
4930504O13Rik	1	0	0	0	0	0
4930505A04Rik	3	0	2	2	3	2
4930505G20Rik	0	0	0	0	0	0
4930506C21Rik	8	32	19	31	16	31
4930506M07Rik	689	817	555	715	518	559
4930507D05Rik	0	3	2	3	0	3
4930509E16Rik	1	1	2	2	0	1
4930509J09Rik	6	1	0	2	1	0
4930509K18Rik	0	1	0	0	0	0
4930511A02Rik	2	2	1	2	0	0
4930511E03Rik	3	2	0	1	0	0
4930511M06Rik	302	254	145	294	217	174
4930511M11Rik	0	2	1	2	0	1
4930512B01Rik	11	21	8	9	12	9
4930513D17Rik	2	0	1	1	0	1
4930513N10Rik	5	6	2	11	5	8
4930513O06Rik	0	0	0	1	0	0
4930515B02Rik	0	0	0	0	0	0
4930515G01Rik	5	13	5	9	5	6
4930515G16Rik	0	0	0	0	0	0
4930515L03Rik	1	0	0	0	0	0
4930515L19Rik	0	0	0	0	0	0
4930517E11Rik	3	0	0	5	4	2
4930518P08Rik	0	0	0	0	0	1
4930519D14Rik	2	0	0	0	0	0
4930519F09Rik	37	16	18	40	28	29
4930519F16Rik	7	1	6	2	3	0
4930519F24Rik	0	0	0	0	0	0
4930519G04Rik	42	20	17	37	37	22
4930519H02Rik	0	0	0	0	1	0
4930520O04Rik	3	9	0	4	1	3
4930520P13Rik	0	0	0	0	0	0
4930521E06Rik	2	0	1	1	2	0
4930522H14Rik	1	2	1	0	0	1
4930522O17Rik	0	2	0	0	0	0
4930523C07Rik	43	65	66	73	64	62
4930523O13Rik	1	0	0	0	0	0
4930524B15Rik	0	3	0	3	1	4
4930524C18Rik	3	0	0	2	0	1
4930524L23Rik	8	7	8	16	4	5
4930524N10Rik	0	0	0	0	0	0
4930524O05Rik	1	2	0	0	0	0
4930524O08Rik	0	3	0	0	0	0
4930525D18Rik	4	2	0	2	0	0
4930525G20Rik	5	9	12	5	5	4
4930525M21Rik	0	0	0	0	0	0
4930526D03Rik	1	2	0	0	0	0
4930526I15Rik	29	21	20	43	34	37
4930526L06Rik	1	3	3	0	1	2
4930527F14Rik	1	1	1	0	0	0
4930527G23Rik	0	0	0	0	0	0
4930528A17Rik	3	4	6	4	4	2
4930528D03Rik	20	10	6	13	5	11
4930528P14Rik	0	0	0	0	0	0
4930529C04Rik	0	1	0	1	0	1
4930529F24Rik	8	8	1	3	2	1
4930529K09Rik	0	0	0	0	0	0
4930529L06Rik	0	0	0	0	0	0
4930529M08Rik	4	11	7	7	8	5
4930533B01Rik	3	3	3	2	4	2
4930533P14Rik	0	0	0	1	0	0
4930538K18Rik	9	7	2	3	2	7
4930539C22Rik	0	0	2	1	0	0
4930539E08Rik	15	12	6	10	8	8
4930539J05Rik	19	34	25	39	35	17
4930539M17Rik	1	0	0	2	0	0
4930539N22Rik	16	9	4	6	10	13
4930540M03Rik	1	1	0	0	2	0
4930542C21Rik	4	1	0	0	0	0
4930542D17Rik	2	4	0	3	0	2
4930542H20Rik	8	0	1	2	1	0
4930543E12Rik	1	1	0	0	1	0
4930544D05Rik	0	0	0	0	1	0
4930544G11Rik	0	2	0	0	0	1
4930544M13Rik	1	0	0	0	0	0
4930545E07Rik	0	0	0	0	0	2
4930545H06Rik	0	0	2	0	0	0
4930545L23Rik	10	9	3	13	15	13
4930546C10Rik	1	2	0	0	0	1
4930546K05Rik	3	1	2	3	1	3
4930547C10Rik	0	0	0	3	1	0
4930547E08Rik	3	5	1	2	5	0
4930547E14Rik	1	2	1	0	1	1
4930548G14Rik	0	1	1	1	0	0
4930548H24Rik	1	3	0	2	1	2
4930548J01Rik	0	0	1	0	0	0
4930548K13Rik	0	0	0	0	0	1
4930549C01Rik	0	0	0	0	0	0
4930549G23Rik	0	0	2	0	0	1
4930550C14Rik	10	16	12	15	15	29
4930550L24Rik	0	0	0	1	0	0
4930552N02Rik	1	0	0	1	0	1
4930552P12Rik	2	1	0	1	0	1
4930553E22Rik	0	0	0	0	0	0
4930554C24Rik	0	0	0	0	0	0
4930555B11Rik	0	1	0	0	0	0
4930555G01Rik	3	7	3	3	10	5
4930556C24Rik	0	0	0	3	0	0
4930556G01Rik	0	0	0	0	0	0
4930556J02Rik	0	0	0	0	0	0
4930556M19Rik	12	4	5	8	8	14
4930556N09Rik	0	0	0	0	1	0
4930557A04Rik	0	1	0	0	0	0
4930557J02Rik	0	0	2	0	1	1
4930558C23Rik	0	1	0	0	0	0
4930558G05Rik	1	1	0	0	0	0
4930558J18Rik	2	2	1	0	2	1
4930558K02Rik	0	0	0	0	0	0
4930562C15Rik	9	4	4	7	4	2
4930562F07Rik	0	0	0	0	0	0
4930563D23Rik	2	2	0	0	2	1
4930563E18Rik	1	0	0	1	1	0
4930563E22Rik	28	22	17	27	20	11
4930563F08Rik	8	6	5	7	5	5
4930563M20Rik	2	0	0	0	1	0
4930564B18Rik	1	0	0	0	1	0
4930564C03Rik	0	0	0	0	1	0
4930564D02Rik	0	1	3	0	0	1
4930564G21Rik	1	0	0	1	2	1
4930564K09Rik	1	1	4	1	2	1
4930565D16Rik	0	0	0	1	2	0
4930565N06Rik	29	50	41	46	51	33
4930567H12Rik	3	2	1	1	0	2
4930567H17Rik	0	1	0	0	0	0
4930567J20Rik	0	0	0	0	0	0
4930567K20Rik	0	0	0	0	0	1
4930568D16Rik	0	0	1	1	0	0
4930568E12Rik	0	1	0	1	0	1
4930568G15Rik	9	2	0	1	0	3
4930568K20Rik	5	9	2	10	4	4
4930570G19Rik	71	47	19	61	47	59
4930571K23Rik	1	0	4	2	1	1
4930572K03Rik	0	0	0	1	0	1
4930572O03Rik	1	3	0	0	0	2
4930572O13Rik	0	0	0	0	0	0
4930573O16Rik	0	0	1	0	0	0
4930577N17Rik	7	22	16	29	18	14
4930578C19Rik	4	4	3	2	1	2
4930578E11Rik	9	2	5	8	2	6
4930578I06Rik	2	0	0	1	0	0
4930578M01Rik	12	9	6	13	5	8
4930578N18Rik	0	0	0	0	0	0
4930579F01Rik	1	0	2	0	1	0
4930579G18Rik	20	11	15	20	11	11
4930579G24Rik	28	14	19	32	24	27
4930579K19Rik	7	3	3	3	3	3
4930581F22Rik	32	39	27	31	26	15
4930583K01Rik	0	0	0	0	4	1
4930583P06Rik	0	0	0	1	4	2
4930584F24Rik	0	0	1	2	0	0
4930590J08Rik	6	6	6	9	8	5
4930590L20Rik	0	1	0	0	0	0
4930591A17Rik	0	0	0	0	0	0
4930592A05Rik	0	0	1	3	1	0
4930592I03Rik	6	3	10	6	7	2
4930593A02Rik	1	1	0	2	3	3
4930593C16Rik	0	0	0	0	1	0
4930594C11Rik	13	8	4	5	12	12
4930595M18Rik	0	0	0	1	0	1
4930596D02Rik	4	0	2	0	2	1
4930596M17Rik	0	0	1	1	0	0
4930597G03Rik	0	0	1	0	0	0
4930598F16Rik	0	0	1	0	0	0
4930599N23Rik	1	3	3	8	5	4
4931402G19Rik	0	0	0	2	9	4
4931403E22Rik	7	7	5	9	1	2
4931403G20Rik	8	7	4	16	14	11
4931406B18Rik	10	5	0	6	5	8
4931406C07Rik	202	295	213	376	306	321
4931406H21Rik	87	69	64	101	62	58
4931406P16Rik	508	589	446	645	538	474
4931408C20Rik	1	8	3	3	2	1
4931408D14Rik	1	3	0	4	0	4
4931409K22Rik	0	4	2	1	1	0
4931414P19Rik	28	37	22	30	27	31
4931417E11Rik	0	4	0	0	0	0
4931417G12Rik	4	0	0	0	2	0
4931419H13Rik	3	0	0	1	0	0
4931420L22Rik	0	0	0	0	0	1
4931423N10Rik	1	1	0	0	0	2
4931428F04Rik	28	21	30	20	29	21
4931428L18Rik	0	1	0	3	1	0
4931429I11Rik	20	30	13	16	23	6
4931429L15Rik	2	3	3	5	1	0
4931429P17Rik	0	0	0	0	0	0
4931430N09Rik	23	4	6	8	8	3
4931431B13Rik	0	0	0	0	0	0
4931431C16Rik	1	7	1	1	3	3
4931431F19Rik	1	2	1	1	0	2
4931440F15Rik	7	6	4	1	8	8
4931440J10Rik	1	2	0	0	3	0
4931440L10Rik	1	6	1	0	2	0
4931440P22Rik	6	5	7	5	6	4
4932411E22Rik	20	21	18	13	20	9
4932411N23Rik	3	0	2	0	0	0
4932412D23Rik	1	1	2	2	1	2
4932413F04Rik	13	7	8	9	10	4
4932414J04Rik	0	2	0	1	2	0
4932414N04Rik	2	1	2	2	0	0
4932415G12Rik	32	62	25	73	57	62
4932415M13Rik	4	2	5	1	2	0
4932416H05Rik	15	39	13	19	20	24
4932416K20Rik	2	5	4	7	3	4
4932418E24Rik	29	28	37	60	32	39
4932429P05Rik	2	0	0	0	0	0
4932435O22Rik	6	8	3	7	2	6
4932438A13Rik	1369	1312	1123	1448	1350	1164
4932438H23Rik	14	25	17	44	30	29
4932441J04Rik	0	3	4	3	1	5
4932443I19Rik	8	11	11	13	12	14
4932702P03Rik	0	5	1	0	0	0
4933400A11Rik	3	1	1	3	0	0
4933400B14Rik	0	0	0	0	0	0
4933400C23Rik	0	2	0	1	0	0
4933400F21Rik	36	45	16	28	30	16
4933400L20Rik	1	0	0	2	1	0
4933401B06Rik	1	0	0	0	0	0
4933401D09Rik	2	2	0	0	1	6
4933401H06Rik	0	0	0	1	0	0
4933401P06Rik	14	3	9	10	9	10
4933402C06Rik	0	1	0	2	0	0
4933402D24Rik	3	3	4	2	3	2
4933402E13Rik	1	3	0	3	1	1
4933402J07Rik	0	0	0	2	1	1
4933402J10Rik	0	0	0	0	1	0
4933402J15Rik	0	0	0	0	0	0
4933402N03Rik	2	0	0	5	2	0
4933402N22Rik	0	0	0	0	0	0
4933402P03Rik	0	2	0	0	0	0
4933403G14Rik	47	69	66	66	68	63
4933403O08Rik	7	15	8	7	11	17
4933404G15Rik	0	0	1	1	0	1
4933404K08Rik	0	2	2	1	0	0
4933404O12Rik	44	42	30	49	37	27
4933405D12Rik	2	5	0	1	1	1
4933405E24Rik	0	2	0	0	1	0
4933405L10Rik	2	2	2	1	1	1
4933405O20Rik	2	0	2	1	1	0
4933406C10Rik	3	5	3	13	11	8
4933406D12Rik	0	0	1	1	0	0
4933406F09Rik	11	4	2	10	5	8
4933406G16Rik	0	1	0	2	0	0
4933406I18Rik	13	3	4	9	9	8
4933406J08Rik	2	0	0	4	1	0
4933406J10Rik	2	2	2	1	2	2
4933406K04Rik	0	0	0	1	0	0
4933406M09Rik	0	5	2	2	0	0
4933407E24Rik	7	2	0	3	1	1
4933407G14Rik	1	0	0	4	1	0
4933407I05Rik	0	0	0	2	3	0
4933407K13Rik	19	32	16	44	33	28
4933407L21Rik	13	9	12	9	14	4
4933408B17Rik	17	6	7	6	7	11
4933408J17Rik	0	1	1	2	0	2
4933408N05Rik	14	5	4	10	4	5
4933409G03Rik	1	2	2	0	0	4
4933409K07Rik	2	0	0	1	0	0
4933411E08Rik	2	2	1	2	1	1
4933411G06Rik	1	0	1	2	1	0
4933411G11Rik	0	1	1	0	0	0
4933411K16Rik	2	5	6	6	7	5
4933411K20Rik	230	379	224	306	262	256
4933412E12Rik	13	21	8	11	16	21
4933412E24Rik	4	0	0	2	0	1
4933412O06Rik	3	1	0	0	2	0
4933413G19Rik	11	20	5	24	6	10
4933413J09Rik	3	6	1	3	5	4
4933413L06Rik	1	2	2	2	1	3
4933415F23Rik	0	0	0	1	1	0
4933416C03Rik	2	2	0	3	4	2
4933416E03Rik	1	4	0	0	0	0
4933416I08Rik	2	1	0	0	0	2
4933416M06Rik	0	0	0	0	0	0
4933416M07Rik	1	1	1	3	5	1
4933417A18Rik	0	0	0	0	0	0
4933417D19Rik	13	3	7	5	6	1
4933417E11Rik	0	3	1	0	0	0
4933417G07Rik	5	3	1	3	3	2
4933417O13Rik	0	1	1	0	0	2
4933421I07Rik	2	0	0	1	0	0
4933421O10Rik	101	115	68	90	94	91
4933422A05Rik	4	3	2	1	1	1
4933422H20Rik	0	4	0	1	0	0
4933424G05Rik	4	2	0	6	1	3
4933424G06Rik	5	9	1	3	3	2
4933425B07Rik	1	2	0	3	0	1
4933425H06Rik	3	1	2	3	3	7
